"","Date","Plot","EVI","EVI2","GNDVI","NDRE","NDVI","NGRDI","NIRRENDVI","RedEdgeNDVI","RENDVI","RGBVI","SAVI","VARI","PM","EXPT_YEAR","Crop","IRR","ET_wb","DAS","Kc"
"1",2020-12-09,1,0.273801618,0.154776199,0.198922359,0.085639584,0.100270471,-0.100744591,0.12037972,0.085639584,0.100270471,-0.036782532,0.150492151,-0.194643054,2.11484955189898,"2020-2021","Sweet corn",25,0.47,15,0.222238030869843
"2",2020-12-09,11,0.4085147,0.174553822,0.186686368,0.060285825,0.112663502,-0.075604108,0.135239802,0.060285825,0.112663502,-0.321687558,0.169003004,-0.430305176,2.11484955189898,"2020-2021","Sweet corn",50,0.94,15,0.444476061739686
"3",2020-12-09,12,0.371905871,0.129919319,0.190248767,0.05720753,0.084574182,-0.107451815,0.101481398,0.05720753,0.084574182,-0.219689441,0.127176154,-0.320789702,2.11484955189898,"2020-2021","Sweet corn",100,1.5,15,0.709270311286733
"11",2020-12-09,2,0.279244755,0.123919822,0.155760022,0.05952951,0.080882517,-0.075851893,0.097165924,0.05952951,0.080882517,-0.074702116,0.121759465,-0.189689666,2.11484955189898,"2020-2021","Sweet corn",75,0.15,15,0.0709270311286733
"17",2020-12-09,3,0.364350848,0.139134597,0.15890799,0.06383864,0.090306701,-0.069537019,0.108564173,0.06383864,0.090306701,-0.184059387,0.135840985,-0.174264344,2.11484955189898,"2020-2021","Sweet corn",100,0.29,15,0.137125593515435
"18",2020-12-09,4,0.481439313,0.15863394,0.17139825,0.078857258,0.102842772,-0.069873252,0.123457399,0.078857258,0.102842772,-0.160808896,0.154351675,-0.24405997,2.11484955189898,"2020-2021","Sweet corn",50,0.25,15,0.118211718547789
"19",2020-12-09,5,0.413901067,0.153634316,0.185949017,0.055029689,0.099732801,-0.088004709,0.119584357,0.055029689,0.099732801,-0.37738882,0.149536241,-0.468964312,2.11484955189898,"2020-2021","Sweet corn",75,0.05,15,0.0236423437095578
"20",2020-12-09,6,0.327543084,0.132006337,0.180494023,0.061515195,0.085987325,-0.095958519,0.103178741,0.061515195,0.085987325,-0.029101253,0.129216477,0.334701614,2.11484955189898,"2020-2021","Sweet corn",25,1,15,0.472846874191156
"21",2020-12-09,7,0.265516561,0.12749125,0.182314154,0.059671007,0.083077138,-0.100678986,0.099823604,0.059671007,0.083077138,-0.027620048,0.124940501,-0.164022683,2.11484955189898,"2020-2021","Sweet corn",100,0.44,15,0.208052624644108
"22",2020-12-09,8,0.249266055,0.12316184,0.18391151,0.056060562,0.080333676,-0.105027194,0.096510363,0.056060562,0.080333676,-0.020791304,0.12097751,-0.170973946,2.11484955189898,"2020-2021","Sweet corn",50,0.01,15,0.00472846874191156
"23",2020-12-09,9,0.264992481,0.14243335,0.210902646,0.08756665,0.092821767,-0.120419371,0.111358962,0.08756665,0.092821767,-0.316442928,0.139216176,-0.450362674,2.11484955189898,"2020-2021","Sweet corn",75,0.07,15,0.0330992811933809
"24",2020-12-10,1,0.309319216,0.173670364,0.198397958,0.059333464,0.112159615,-0.088194758,0.134569549,0.059333464,0.112159615,-0.174763915,0.168219299,-0.162359233,1.88963006671256,"2020-2021","Sweet corn",25,0.88,16,0.465699617878625
"25",2020-12-10,10,0.328734825,0.172351564,0.219078479,0.071084473,0.111308297,-0.110413935,0.133554973,0.071084473,0.111308297,-0.19971612,0.166949803,-0.348451664,1.88963006671256,"2020-2021","Sweet corn",25,0.88,16,0.465699617878625
"26",2020-12-10,11,0.444637512,0.243626801,0.252952995,0.111663192,0.154450341,-0.102474412,0.185338324,0.111663192,0.154450341,-0.21282508,0.23170489,-0.361389685,1.88963006671256,"2020-2021","Sweet corn",50,1.05,16,0.555664316786996
"27",2020-12-10,12,0.316510549,0.140389153,0.191277168,0.070774167,0.091315463,-0.101719106,0.109601532,0.070774167,0.091315463,-0.340140181,0.13706479,-0.460500646,1.88963006671256,"2020-2021","Sweet corn",100,1.5,16,0.793806166838566
"35",2020-12-10,2,0.301416015,0.137507666,0.177774136,0.051358926,0.089630961,-0.089565401,0.107540446,0.051358926,0.089630961,-0.155794649,0.134464418,-0.175600262,1.88963006671256,"2020-2021","Sweet corn",75,1.43,16,0.756761879052766
"41",2020-12-10,3,0.300081825,0.151921678,0.183582687,0.057381183,0.098405674,-0.086758002,0.118100145,0.057381183,0.098405674,-0.137904024,0.147668526,-0.27048851,1.88963006671256,"2020-2021","Sweet corn",100,1.5,16,0.793806166838566
"42",2020-12-10,4,0.286249201,0.132119944,0.167277235,0.052721637,0.085978615,-0.082507361,0.103159771,0.052721637,0.085978615,0.244011451,0.129195723,0.072512077,1.88963006671256,"2020-2021","Sweet corn",50,1.05,16,0.555664316786996
"43",2020-12-10,5,0.33408078,0.1309673,0.189958935,0.060888213,0.085327757,-0.106288973,0.102357414,0.060888213,0.085327757,-0.016444106,0.128156654,0.330937109,1.88963006671256,"2020-2021","Sweet corn",75,1.43,16,0.756761879052766
"44",2020-12-10,6,0.402966616,0.199058091,0.227059129,0.100231328,0.127621369,-0.102318465,0.153171162,0.100231328,0.127621369,0.014882595,0.191446058,-0.123763294,1.88963006671256,"2020-2021","Sweet corn",25,0.88,16,0.465699617878625
"45",2020-12-10,7,0.378200628,0.203386046,0.229902767,0.103629661,0.13027567,-0.102578267,0.156398119,0.103629661,0.13027567,-0.025604231,0.195499519,-0.166916337,1.88963006671256,"2020-2021","Sweet corn",100,1.5,16,0.793806166838566
"46",2020-12-10,8,0.357690462,0.196140645,0.225044876,0.096491764,0.126020318,-0.101882829,0.151247658,0.096491764,0.126020318,0.016887312,0.189032449,-0.139485224,1.88963006671256,"2020-2021","Sweet corn",50,1.05,16,0.555664316786996
"47",2020-12-10,9,0.38466105,0.224182221,0.255732153,0.10561574,0.143015201,-0.11708197,0.171550895,0.10561574,0.143015201,-0.243521896,0.214507408,-0.39681394,1.88963006671256,"2020-2021","Sweet corn",75,1.43,16,0.756761879052766
"48",2020-12-11,1,0.697865271,0.610956676,0.372363833,0.195951665,0.423536131,0.069925454,0.508218107,0.195951665,0.423536131,0.26681616,0.635275941,0.372948548,1.59050244978774,"2020-2021","Sweet corn",25,0.88,17,0.553284278259013
"49",2020-12-11,10,0.790648855,0.648536917,0.359409034,0.177158383,0.436187026,0.099306012,0.523493717,0.177158383,0.436187026,0.305751157,0.654178935,0.268260417,1.59050244978774,"2020-2021","Sweet corn",25,0.88,17,0.553284278259013
"50",2020-12-11,11,0.918947368,0.693808468,0.383522319,0.206544928,0.471444638,0.114578551,0.565618551,0.206544928,0.471444638,0.224890435,0.707009855,0.223264147,1.59050244978774,"2020-2021","Sweet corn",50,1.05,17,0.660168741104505
"51",2020-12-11,12,0.818556338,0.639783061,0.345188881,0.194091233,0.427451889,0.104555714,0.512853409,0.194091233,0.427451889,0.440672369,0.641063198,0.697274887,1.59050244978774,"2020-2021","Sweet corn",100,1.5,51,0.943098201577864
"59",2020-12-11,2,0.688588403,0.607260166,0.355518153,0.180298149,0.401080789,0.061161337,0.481300793,0.180298149,0.401080789,0.385738158,0.60155446,0.311906938,1.59050244978774,"2020-2021","Sweet corn",75,1.43,17,0.899086952170897
"65",2020-12-11,3,0.737370273,0.623441096,0.340500382,0.186564808,0.423488668,0.105327222,0.508081232,0.186564808,0.423488668,0.619101095,0.635120957,0.500068755,1.59050244978774,"2020-2021","Sweet corn",100,1.5,17,0.943098201577864
"66",2020-12-11,4,0.630930799,0.562504692,0.289015373,0.155613714,0.360272084,0.086695949,0.432363348,0.155613714,0.360272084,0.590541728,0.540379453,0.454873109,1.59050244978774,"2020-2021","Sweet corn",50,1.05,17,0.660168741104505
"67",2020-12-11,5,0.704486148,0.587795827,0.322518703,0.165698254,0.386563591,0.080973815,0.463941397,0.165698254,0.386563591,0.511694514,0.579882793,0.500669576,1.59050244978774,"2020-2021","Sweet corn",75,1.43,17,0.899086952170897
"68",2020-12-11,6,0.707351077,0.624069666,0.345658061,0.201318654,0.416737535,0.090984561,0.500107568,0.201318654,0.416737535,0.481743862,0.625054417,0.48989876,1.59050244978774,"2020-2021","Sweet corn",25,0.88,17,0.553284278259013
"69",2020-12-11,7,0.755145068,0.637714174,0.350746523,0.212874574,0.432046707,0.103660457,0.518454474,0.212874574,0.432046707,0.220674364,0.64805038,0.184979651,1.59050244978774,"2020-2021","Sweet corn",100,1.5,17,0.943098201577864
"70",2020-12-11,8,0.662130081,0.507735821,0.310598027,0.147540074,0.342896424,0.044848335,0.411540074,0.147540074,0.342896424,0.2922836,0.514401973,0.400548705,1.59050244978774,"2020-2021","Sweet corn",50,1.05,17,0.660168741104505
"71",2020-12-11,9,0.851314879,0.652243602,0.371666068,0.181880465,0.444877231,0.096121691,0.533807642,0.181880465,0.444877231,0.272849443,0.667255959,0.197192142,1.59050244978774,"2020-2021","Sweet corn",75,1.43,17,0.899086952170897
"72",2020-12-12,1,0.225415907,0.160551889,0.211636322,0.065691853,0.104070323,-0.110047792,0.124883933,0.065691853,0.104070323,-0.147207556,0.156147019,-0.276953635,1.32004507792975,"2020-2021","Sweet corn",25,1.55,18,1.17420232529551
"73",2020-12-12,10,0.166049032,0.128890995,0.234376439,0.071027759,0.08400677,-0.153293162,0.100748815,0.071027759,0.08400677,-0.359925362,0.126113744,-0.516968781,1.32004507792975,"2020-2021","Sweet corn",25,1.54,18,1.16662682642263
"74",2020-12-12,11,0.178486663,0.133417515,0.227587237,0.070291921,0.086711473,-0.143543788,0.104043449,0.070291921,0.086711473,-0.12561575,0.13021317,0.370685307,1.32004507792975,"2020-2021","Sweet corn",50,2.5,18,1.89387471821856
"75",2020-12-12,12,0.216883845,0.136156204,0.203320005,0.073991737,0.088512595,-0.116898574,0.10618286,0.073991737,0.088512595,-0.047772891,0.132876183,-0.104442899,1.32004507792975,"2020-2021","Sweet corn",100,2.22,21,1.68176074977808
"83",2020-12-12,2,0.174230899,0.116862515,0.200874601,0.072558335,0.076447876,-0.126278328,0.091725701,0.072558335,0.076447876,0.204831291,0.115005875,-0.01813161,1.32004507792975,"2020-2021","Sweet corn",75,4.12,18,3.12110553562418
"89",2020-12-12,3,0.190504823,0.119980726,0.179286862,0.042615681,0.078085448,-0.102383553,0.093980084,0.042615681,0.078085448,0.225983793,0.117722454,0.011050243,1.32004507792975,"2020-2021","Sweet corn",100,2.23,18,1.68933624865095
"90",2020-12-12,4,0.201379095,0.122988488,0.194191039,0.083130056,0.080348475,-0.115605165,0.096515246,0.083130056,0.080348475,-0.146403569,0.12078407,-0.297300034,1.32004507792975,"2020-2021","Sweet corn",50,1.9,18,1.4393447858461
"91",2020-12-12,5,0.241622454,0.151103758,0.199909005,0.078897424,0.098123375,-0.103792248,0.117700307,0.078897424,0.098123375,0.00320728,0.14714961,-0.028393986,1.32004507792975,"2020-2021","Sweet corn",75,1.98,18,1.4999487768291
"92",2020-12-12,6,0.173412224,0.122375919,0.206332721,0.069767923,0.07974954,-0.128455882,0.095696232,0.069767923,0.07974954,-0.355757799,0.119949449,-0.513321825,1.32004507792975,"2020-2021","Sweet corn",25,1.98,18,1.4999487768291
"93",2020-12-12,7,0.169348813,0.125524939,0.213582142,0.08293338,0.081951517,-0.133841995,0.098358912,0.08293338,0.081951517,-0.01087548,0.123160098,-0.202310778,1.32004507792975,"2020-2021","Sweet corn",100,3.07,18,2.32567815397239
"94",2020-12-12,8,0.231255211,0.170479492,0.235755055,0.075039861,0.110152513,-0.128945118,0.132168689,0.075039861,0.110152513,-0.209923744,0.165253611,-0.055665049,1.32004507792975,"2020-2021","Sweet corn",50,2.51,18,1.90145021709143
"95",2020-12-12,9,0.173215946,0.130154777,0.238255241,0.071456311,0.084852962,-0.156524553,0.101771493,0.071456311,0.084852962,-0.395822471,0.127411003,-0.551868577,1.32004507792975,"2020-2021","Sweet corn",75,2.4,18,1.81811972948982
"96",2020-12-13,1,0.282910493,0.172183894,0.225055288,0.100646635,0.110987981,-0.117036058,0.133262019,0.100646635,0.110987981,-0.591667067,0.16650601,0.041461262,2.45689628298269,"2020-2021","Sweet corn",25,1.1,19,0.447719347218269
"97",2020-12-13,10,0.2520877,0.141075549,0.186458791,0.080865385,0.091550824,-0.096585165,0.109758242,0.080865385,0.091550824,0.048237637,0.137482143,0.446898507,2.45689628298269,"2020-2021","Sweet corn",25,0.94,19,0.382596533077429
"98",2020-12-13,11,0.30190185,0.155370948,0.184058603,0.080593828,0.100229115,-0.085319514,0.12035692,0.080593828,0.100229115,0.063466334,0.150595387,0.027447178,2.45689628298269,"2020-2021","Sweet corn",50,1.61,19,0.655298317292193
"99",2020-12-13,12,0.326178916,0.156572565,0.196579192,0.077921803,0.101072233,-0.097388999,0.121314778,0.077921803,0.101072233,-0.010791252,0.151717694,0.030093458,2.45689628298269,"2020-2021","Sweet corn",100,1.5,18,0.610526382570366
"107",2020-12-13,2,0.2116,0.132906298,0.20077573,0.100294931,0.086482335,-0.116241167,0.103795699,0.100294931,0.086482335,0.244574501,0.129960061,0.037709326,2.45689628298269,"2020-2021","Sweet corn",75,1.8,19,0.732631659084439
"113",2020-12-13,3,0.241687568,0.152314083,0.198462272,0.117171071,0.098605285,-0.101649414,0.118417325,0.117171071,0.098605285,-0.096158978,0.14808499,-0.259812606,2.45689628298269,"2020-2021","Sweet corn",100,1.03,19,0.419228116031651
"114",2020-12-13,4,0.275937337,0.150602209,0.182202106,0.085960452,0.097637391,-0.086232666,0.117131484,0.085960452,0.097637391,-0.123362866,0.146488187,-0.266279399,2.45689628298269,"2020-2021","Sweet corn",50,1.02,19,0.415157940147849
"115",2020-12-13,5,0.299312418,0.15124381,0.194809205,0.082055054,0.097908535,-0.098906204,0.117424993,0.082055054,0.097908535,-0.315132537,0.14697058,-0.427415375,2.45689628298269,"2020-2021","Sweet corn",75,0.93,19,0.378526357193627
"116",2020-12-13,6,0.298779573,0.165019315,0.202716971,0.092987381,0.106426732,-0.098385269,0.127656451,0.092987381,0.106426732,0.090746845,0.159649755,-0.045300708,2.45689628298269,"2020-2021","Sweet corn",25,1.67,19,0.679719372595008
"117",2020-12-13,7,0.255901235,0.154879617,0.192678523,0.077904241,0.100179207,-0.094283174,0.12021067,0.077904241,0.100179207,0.022511628,0.150407661,-0.147212038,2.45689628298269,"2020-2021","Sweet corn",100,2.01,19,0.81810535264429
"118",2020-12-13,8,0.285671001,0.170223525,0.208387688,0.077106388,0.109978014,-0.100731648,0.131915231,0.077106388,0.109978014,-0.005359717,0.164960303,-0.107456754,2.45689628298269,"2020-2021","Sweet corn",50,1.89,19,0.769263242038661
"119",2020-12-13,9,0.263436907,0.145809229,0.199943182,0.082188361,0.094361226,-0.107460399,0.113199036,0.082188361,0.094361226,-0.156736306,0.141766529,-0.31202496,2.45689628298269,"2020-2021","Sweet corn",75,1.04,19,0.423298291915454
"120",2020-12-14,1,0.384512251,0.23797402,0.228239517,0.123956244,0.150838651,-0.080132179,0.181011851,0.123956244,0.150838651,0.147498861,0.226284184,-0.042817912,2.44113938346079,"2020-2021","Sweet corn",25,1.02,20,0.417837673223702
"121",2020-12-14,10,0.299710963,0.159337604,0.167788583,0.056834458,0.102768562,-0.066168631,0.123378332,0.056834458,0.102768562,0.010668116,0.154286695,0.017741525,2.44113938346079,"2020-2021","Sweet corn",25,0.97,20,0.397355434340187
"122",2020-12-14,11,0.372274419,0.178956591,0.184275379,0.093564323,0.114807823,-0.070905494,0.137753787,0.093564323,0.114807823,-0.034689125,0.172155777,-0.023958951,2.44113938346079,"2020-2021","Sweet corn",50,1.38,20,0.565309793185008
"123",2020-12-14,12,0.382434687,0.170040772,0.183416477,0.078924331,0.109308071,-0.075660151,0.131145221,0.078924331,0.109308071,-0.340589569,0.163942919,-0.460591837,2.44113938346079,"2020-2021","Sweet corn",100,1.21,41,0.495670180981058
"131",2020-12-14,2,0.33766843,0.194994855,0.207683777,0.112209901,0.124705613,-0.085128616,0.149643306,0.112209901,0.124705613,-0.134339694,0.187062993,-0.281703918,2.44113938346079,"2020-2021","Sweet corn",75,1.23,20,0.503863076534464
"137",2020-12-14,3,0.305882497,0.17290494,0.212549825,0.120707815,0.111282764,-0.103682812,0.133548738,0.120707815,0.111282764,-0.23911519,0.166974272,-0.382519094,2.44113938346079,"2020-2021","Sweet corn",100,1.02,20,0.417837673223702
"138",2020-12-14,4,0.265258842,0.149558468,0.173892353,0.106493193,0.096792213,-0.078392925,0.116213259,0.106493193,0.096792213,-0.223412912,0.145320015,-0.36140664,2.44113938346079,"2020-2021","Sweet corn",50,0.87,20,0.356390956573157
"139",2020-12-14,5,0.279835825,0.155355271,0.179986896,0.084756843,0.100144147,-0.0812682,0.1202053,0.084756843,0.100144147,0.036939429,0.150449913,-0.12581331,2.44113938346079,"2020-2021","Sweet corn",75,0.89,20,0.364583852126563
"140",2020-12-14,6,0.31643771,0.173332511,0.183500308,0.083394201,0.111475632,-0.073563233,0.133684146,0.083394201,0.111475632,-0.000670569,0.167153609,-0.152322178,2.44113938346079,"2020-2021","Sweet corn",25,1.45,20,0.593984927621929
"141",2020-12-14,7,0.311205993,0.1782871,0.187846747,0.082609777,0.114718249,-0.074761786,0.13760418,0.082609777,0.114718249,0.04290459,0.172047518,-0.117754696,2.44113938346079,"2020-2021","Sweet corn",100,1.67,20,0.684106778709394
"142",2020-12-14,8,0.391744241,0.225975979,0.224149953,0.116298974,0.143847948,-0.083020056,0.172599114,0.116298974,0.143847948,-0.065771922,0.215637826,0.009911571,2.44113938346079,"2020-2021","Sweet corn",50,1.43,20,0.585792032068523
"143",2020-12-14,9,0.402601744,0.172055778,0.179328077,0.09970699,0.11063662,-0.069965874,0.132831254,0.09970699,0.11063662,0.12436691,0.16606378,0.490968809,2.44113938346079,"2020-2021","Sweet corn",75,0.95,20,0.389162538786781
"144",2020-12-15,1,0.333711785,0.194651505,0.214408237,0.103086671,0.124689975,-0.092037791,0.149723919,0.103086671,0.124689975,-0.099320099,0.187060421,-0.25079176,1.87954116706594,"2020-2021","Sweet corn",25,0.7,21,0.372431321146711
"145",2020-12-15,10,0.335637722,0.180552528,0.211892701,0.072262477,0.115841616,-0.09815646,0.138886395,0.072262477,0.115841616,-0.058744256,0.173751202,-0.092501617,1.87954116706594,"2020-2021","Sweet corn",25,0.69,21,0.367110873701758
"146",2020-12-15,11,0.314461905,0.157268224,0.173103326,0.054429111,0.101417787,-0.072919321,0.121778721,0.054429111,0.101417787,-0.274558786,0.152222222,-0.405169089,1.87954116706594,"2020-2021","Sweet corn",50,1.01,21,0.537365191940254
"147",2020-12-15,12,0.347244136,0.154942396,0.172291347,0.0578085,0.099923195,-0.073549667,0.119948797,0.0578085,0.099923195,0.05046467,0.150065284,-0.087398874,1.87954116706594,"2020-2021","Sweet corn",100,0.9,44,0.478840270045771
"155",2020-12-15,2,0.363356635,0.20600538,0.216323694,0.111606142,0.131531047,-0.08718785,0.157904057,0.111606142,0.131531047,-0.157788018,0.197422103,-0.301455599,1.87954116706594,"2020-2021","Sweet corn",75,0.84,21,0.446917585376053
"161",2020-12-15,3,0.417852121,0.221548572,0.203446051,0.117560043,0.141052694,-0.064162982,0.169222129,0.117560043,0.141052694,-0.285427761,0.211585614,-0.407271907,1.87954116706594,"2020-2021","Sweet corn",100,0.72,21,0.383072216036617
"162",2020-12-15,4,0.280829846,0.141220598,0.179585247,0.073560195,0.091522617,-0.089407098,0.109858038,0.073560195,0.091522617,-0.213347262,0.137574113,-0.336062345,1.87954116706594,"2020-2021","Sweet corn",50,0.78,21,0.414994900706335
"163",2020-12-15,5,0.350020003,0.159172279,0.184557365,0.073139464,0.102570099,-0.083363536,0.123100282,0.073139464,0.102570099,-0.04196946,0.153964736,-0.171479932,1.87954116706594,"2020-2021","Sweet corn",75,0.65,21,0.345829083921946
"164",2020-12-15,6,0.280932338,0.16468137,0.219145851,0.084710613,0.106096016,-0.115587913,0.1273681,0.084710613,0.106096016,-0.01951573,0.15921043,-0.176044092,1.87954116706594,"2020-2021","Sweet corn",25,1.15,21,0.611851456169596
"165",2020-12-15,7,0.292943169,0.166992256,0.222354484,0.088647265,0.107751686,-0.117334499,0.129288034,0.088647265,0.107751686,-0.041782413,0.161562578,-0.189070697,1.87954116706594,"2020-2021","Sweet corn",100,1.21,21,0.643774140839314
"166",2020-12-15,8,0.30199882,0.165551389,0.221937185,0.087594047,0.106844017,-0.117814368,0.128196414,0.087594047,0.106844017,0.199903142,0.16026837,0.013091188,1.87954116706594,"2020-2021","Sweet corn",50,1.01,21,0.537365191940254
"167",2020-12-15,9,0.402915192,0.19638833,0.205437067,0.071798569,0.125560027,-0.081923765,0.150669573,0.071798569,0.125560027,-0.008261793,0.188307624,-0.035739512,1.87954116706594,"2020-2021","Sweet corn",75,0.72,21,0.383072216036617
"168",2020-12-16,1,0.25475388,0.150636765,0.167733824,0.058785294,0.097136765,-0.071463235,0.116651471,0.058785294,0.097136765,-0.207043937,0.145951471,-0.350958075,2.10478493945729,"2020-2021","Sweet corn",25,0.59,22,0.280313674304478
"169",2020-12-16,10,0.297693277,0.152601057,0.165486629,0.058907027,0.098230721,-0.06801306,0.117922886,0.058907027,0.098230721,-0.247109169,0.147639925,-0.388197674,2.10478493945729,"2020-2021","Sweet corn",25,0.61,22,0.289815832755477
"170",2020-12-16,11,0.348089204,0.167375861,0.153657122,0.05780476,0.107328742,-0.046733116,0.128896943,0.05780476,0.107328742,0.086151967,0.161168298,-0.060390911,2.10478493945729,"2020-2021","Sweet corn",50,0.65,22,0.308820149657475
"171",2020-12-16,12,0.428844173,0.178473864,0.184453409,0.069981818,0.114422727,-0.071390909,0.137286364,0.069981818,0.114422727,-0.080450153,0.171575,-0.197732401,2.10478493945729,"2020-2021","Sweet corn",100,0.66,20,0.313571228882975
"179",2020-12-16,2,0.326945348,0.172257349,0.16455685,0.070024404,0.110848586,-0.054712146,0.133064892,0.070024404,0.110848586,-0.283163063,0.166341653,-0.407125167,2.10478493945729,"2020-2021","Sweet corn",75,0.66,22,0.313571228882975
"185",2020-12-16,3,0.340166429,0.182918083,0.179085902,0.071188328,0.117417087,-0.062783312,0.140794562,0.071188328,0.117417087,-0.330238597,0.17605883,-0.425272944,2.10478493945729,"2020-2021","Sweet corn",100,0.7,22,0.332575545784973
"186",2020-12-16,4,0.27309765,0.146678024,0.163634299,0.070798789,0.094777588,-0.069840999,0.113812228,0.070798789,0.094777588,-0.334753646,0.142509938,-0.462052774,2.10478493945729,"2020-2021","Sweet corn",50,0.73,22,0.346828783461472
"187",2020-12-16,5,0.292009078,0.153627283,0.177781574,0.065139966,0.099002497,-0.079998686,0.118813247,0.065139966,0.099002497,-0.07237997,0.148606913,-0.208252855,2.10478493945729,"2020-2021","Sweet corn",75,0.63,22,0.299317991206476
"188",2020-12-16,6,0.369289396,0.178202836,0.166986056,0.069510189,0.114247408,-0.053553808,0.137044452,0.069510189,0.114247408,-0.043064828,0.171321654,-0.169881442,2.10478493945729,"2020-2021","Sweet corn",25,1.01,22,0.479859001775462
"189",2020-12-16,7,0.358893017,0.170269398,0.165422719,0.071577902,0.109483551,-0.056859094,0.13132216,0.071577902,0.109483551,0.035545624,0.164183737,-0.0935928,2.10478493945729,"2020-2021","Sweet corn",100,0.89,22,0.422846051069466
"190",2020-12-16,8,0.482269351,0.22880985,0.212590059,0.10129275,0.145322617,-0.069326265,0.174376425,0.10129275,0.145322617,-0.088220274,0.217928637,-0.214090736,2.10478493945729,"2020-2021","Sweet corn",50,0.75,22,0.356330941912472
"191",2020-12-16,9,0.40894889,0.213996422,0.191051101,0.093844348,0.13613217,-0.056195907,0.163401543,0.093844348,0.13613217,-0.094188751,0.204332998,-0.076650794,2.10478493945729,"2020-2021","Sweet corn",75,0.6,22,0.285064753529977
"192",2020-12-17,1,0.299709803,0.167434701,0.184654851,0.099684002,0.107545476,-0.07843167,0.129053172,0.099684002,0.107545476,-0.364639333,0.161396922,-0.497131669,2.36764428805927,"2020-2021","Sweet corn",25,0.17,23,0.0718013262622938
"193",2020-12-17,10,0.31987262,0.160809066,0.170186123,0.061909344,0.103269182,-0.067861484,0.123946569,0.061909344,0.103269182,0.066325652,0.155065839,-0.085593414,2.36764428805927,"2020-2021","Sweet corn",25,0.26,23,0.109813793107038
"194",2020-12-17,11,0.37186519,0.173677156,0.171620047,0.064354312,0.111145688,-0.061431235,0.133374126,0.064354312,0.111145688,-0.065026013,0.16675641,-0.18610311,2.36764428805927,"2020-2021","Sweet corn",50,0.46,23,0.194285941650913
"195",2020-12-17,12,0.394408121,0.164259583,0.165963098,0.074559338,0.1055575,-0.061437888,0.126705901,0.074559338,0.1055575,-0.030423095,0.158436456,-0.142669107,2.36764428805927,"2020-2021","Sweet corn",100,0.27,54,0.114037400534231
"203",2020-12-17,2,0.324708888,0.145122125,0.147618114,0.073957925,0.093697629,-0.054444643,0.112520948,0.073957925,0.093697629,-0.30494136,0.140834373,-0.428749488,2.36764428805927,"2020-2021","Sweet corn",75,0.3,23,0.126708222815813
"209",2020-12-17,3,0.371398684,0.170457286,0.167296482,0.080873116,0.109439698,-0.05871608,0.131311558,0.080873116,0.109439698,-0.394041096,0.164226131,-0.484469754,2.36764428805927,"2020-2021","Sweet corn",100,0.19,23,0.0802485411166813
"210",2020-12-17,4,0.359581223,0.145159318,0.150534277,0.064654007,0.093830061,-0.057447699,0.112589314,0.064654007,0.093830061,-0.295725779,0.140915674,-0.381064815,2.36764428805927,"2020-2021","Sweet corn",50,0.42,23,0.177391511942138
"211",2020-12-17,5,0.328078167,0.15787627,0.174693312,0.067868355,0.101564437,-0.074221079,0.121946973,0.067868355,0.101564437,-0.08799103,0.152532647,-0.209994724,2.36764428805927,"2020-2021","Sweet corn",75,0.18,23,0.0760249336894875
"212",2020-12-17,6,0.398830618,0.195909908,0.187673416,0.094223074,0.125080867,-0.063780999,0.150147358,0.094223074,0.125080867,0.008047203,0.187620702,-0.122813661,2.36764428805927,"2020-2021","Sweet corn",25,0.65,23,0.274534482767594
"213",2020-12-17,7,0.428980255,0.202528864,0.188852886,0.099111111,0.129394165,-0.060917443,0.155221601,0.099111111,0.129394165,0.027189323,0.194034761,-0.100105525,2.36764428805927,"2020-2021","Sweet corn",100,0.52,23,0.219627586214075
"214",2020-12-17,8,0.405369693,0.181335829,0.173479939,0.092855305,0.11643935,-0.058192771,0.139660779,0.092855305,0.11643935,-0.147879114,0.174673061,-0.271678439,2.36764428805927,"2020-2021","Sweet corn",50,0.36,23,0.152049867378975
"215",2020-12-17,9,0.296919299,0.159005359,0.167553261,0.065250294,0.10211737,-0.066218795,0.122628415,0.065250294,0.10211737,-0.319216013,0.153373415,-0.461051271,2.36764428805927,"2020-2021","Sweet corn",75,0.25,23,0.105590185679844
"216",2020-12-18,1,0.317537236,0.168507795,0.199146822,0.088021244,0.107908172,-0.092909029,0.129527154,0.088021244,0.107908172,-0.050067132,0.162163783,-0.175234442,2.12673463842299,"2020-2021","Sweet corn",25,0.28,24,0.131657234025033
"217",2020-12-18,10,0.31418114,0.163276929,0.187158732,0.051007703,0.104489203,-0.083787094,0.125462811,0.051007703,0.104489203,0.121232316,0.156997096,-0.034668296,2.12673463842299,"2020-2021","Sweet corn",25,0.42,24,0.197485851037549
"218",2020-12-18,11,0.367787335,0.172100413,0.172057885,0.052549321,0.109903131,-0.062960425,0.131852333,0.052549321,0.109903131,0.053621558,0.165017129,-0.077112114,2.12673463842299,"2020-2021","Sweet corn",50,0.65,24,0.305632864700969
"219",2020-12-18,12,0.436771371,0.184788353,0.176835289,0.088676228,0.117973924,-0.0596897,0.141589744,0.088676228,0.117973924,0.031088324,0.176975228,-0.061140212,2.12673463842299,"2020-2021","Sweet corn",100,0.47,74,0.220996071399162
