"","Date","Plot","EVI","EVI2","GNDVI","NDRE","NDVI","NGRDI","NIRRENDVI","RedEdgeNDVI","RENDVI","RGBVI","SAVI","VARI","PM","EXPT_YEAR","Crop","IRR","ET_wb","DAS","Kc"
"220",2020-12-18,13,0.355399788,0.212724987,0.204129027,0.046542016,0.134775887,-0.070007773,0.161798083,0.046542016,0.134775887,0.23737754,0.202235944,0.061051976,2.12673463842299,"2020-2021","Green beans",50,0.68,24,0.319738996917937
"221",2020-12-18,14,0.354373654,0.192059565,0.171059509,0.024178212,0.120199937,-0.050573048,0.144354534,0.024178212,0.120199937,0.093725352,0.180631297,-0.044206629,2.12673463842299,"2020-2021","Green beans",25,0.57,24,0.268016512122388
"222",2020-12-18,15,0.447155148,0.23316556,0.18407875,0.034063771,0.143530922,-0.039788145,0.172240531,0.034063771,0.143530922,0.17132033,0.215516799,0.050519284,2.12673463842299,"2020-2021","Green beans",100,0.64,24,0.300930820628647
"223",2020-12-18,16,0.396916488,0.190171516,0.15882299,0.070399022,0.11968664,-0.038625803,0.143579945,0.070399022,0.11968664,0.37480543,0.17965454,0.25580594,2.12673463842299,"2020-2021","Green beans",75,0.66,24,0.310334908773292
"224",2020-12-18,17,0.549602572,0.239950787,0.181111475,0.077081967,0.147659016,-0.032380328,0.177196721,0.077081967,0.147659016,0.6010213,0.221639344,0.443151283,2.12673463842299,"2020-2021","Green beans",100,0.63,24,0.296228776556324
"225",2020-12-18,18,0.460256967,0.248258297,0.182283363,0.057197223,0.152627925,-0.028734893,0.183203908,0.057197223,0.152627925,0.510850186,0.229004886,0.335526207,2.12673463842299,"2020-2021","Green beans",50,0.61,24,0.286824688411679
"226",2020-12-18,19,0.408835138,0.217324494,0.167520816,0.052431606,0.134579439,-0.032093458,0.161507222,0.052431606,0.134579439,0.353552333,0.202028887,0.209360979,2.12673463842299,"2020-2021","Green beans",75,0.82,24,0.385567613930454
"228",2020-12-18,20,0.353433797,0.209946097,0.199920315,0.065400864,0.13202765,-0.068462942,0.15843318,0.065400864,0.13202765,0.312886351,0.198116359,0.144329242,2.12673463842299,"2020-2021","Green beans",25,0.62,24,0.291526732484001
"229",2020-12-18,21,0.391155672,0.193620902,0.165720721,0.056109746,0.121177314,-0.044027437,0.145530303,0.056109746,0.121177314,0.497282892,0.18212326,0.314733507,2.12673463842299,"2020-2021","Green beans",25,0.62,24,0.291526732484001
"230",2020-12-18,22,0.464266004,0.214310814,0.192461828,0.068021334,0.132972182,-0.05940389,0.159567036,0.068021334,0.132972182,0.413864671,0.19955867,0.260660377,2.12673463842299,"2020-2021","Green beans",75,0.41,24,0.192783806965227
"231",2020-12-18,23,0.445725322,0.236523156,0.183186149,0.065012782,0.145719266,-0.036400186,0.174903556,0.065012782,0.145719266,0.422667117,0.218765977,0.255445645,2.12673463842299,"2020-2021","Green beans",50,1.02,24,0.479608495376906
"232",2020-12-18,24,0.476841826,0.250177193,0.16010271,0.024479018,0.153837375,-0.004350927,0.184718973,0.024479018,0.153837375,0.452197218,0.230898716,0.322090835,2.12673463842299,"2020-2021","Green beans",100,0.58,24,0.272718556194711
"244",2020-12-20,13,0.374208467,0.22812791,0.208143839,0.075212766,0.143295656,-0.066069371,0.171982491,0.075212766,0.143295656,0.078034296,0.214981161,-0.086888812,2.27690399746666,"2020-2021","Green beans",50,1.3,26,0.570950730222448
"245",2020-12-20,14,0.339005978,0.18422502,0.183870787,0.07937191,0.117302247,-0.067633708,0.140757303,0.07937191,0.117302247,0.026009561,0.175946067,-0.128082778,2.27690399746666,"2020-2021","Green beans",25,0.94,26,0.41284129723777
"246",2020-12-20,15,0.365607773,0.18971886,0.192068574,0.070491617,0.119891592,-0.073242153,0.143919072,0.070491617,0.119891592,-0.068294466,0.179848733,-0.122647694,2.27690399746666,"2020-2021","Green beans",100,0.97,26,0.426017083319827
"247",2020-12-20,16,0.379989097,0.172573918,0.181754224,0.068064942,0.109561774,-0.073152059,0.131536431,0.068064942,0.109561774,-0.167642555,0.164477297,0.308526816,2.27690399746666,"2020-2021","Green beans",75,1.03,26,0.45236865548394
"248",2020-12-20,17,0.45942051,0.195778678,0.152003039,0.058827551,0.123064067,-0.02869334,0.14786275,0.058827551,0.123064067,0.400578991,0.185031654,0.237934932,2.27690399746666,"2020-2021","Green beans",100,0.97,26,0.426017083319827
"249",2020-12-20,18,0.376728529,0.197922842,0.20140908,0.098505058,0.124736533,-0.077973418,0.149747118,0.098505058,0.124736533,0.21104238,0.187141849,0.046838642,2.27690399746666,"2020-2021","Green beans",50,1.3,26,0.570950730222448
"250",2020-12-20,19,0.328325028,0.181660631,0.170415158,0.074590016,0.114809881,-0.055963528,0.137797465,0.074590016,0.114809881,0.28695646,0.172309881,0.098246854,2.27690399746666,"2020-2021","Green beans",75,1.03,26,0.45236865548394
"252",2020-12-20,20,0.393644558,0.246158252,0.222972858,0.116861747,0.154511238,-0.070291561,0.185424088,0.116861747,0.154511238,0.108743764,0.231792833,-0.066087104,2.27690399746666,"2020-2021","Green beans",25,0.94,26,0.41284129723777
"253",2020-12-20,21,0.360847949,0.191204344,0.169478036,0.057349457,0.121469645,-0.048732725,0.145765054,0.057349457,0.121469645,0.156790673,0.182168065,-0.002173385,2.27690399746666,"2020-2021","Green beans",25,0.94,26,0.41284129723777
"254",2020-12-20,22,0.318916749,0.17184892,0.169302294,0.05590903,0.109056756,-0.060751375,0.130896283,0.05590903,0.109056756,0.19214365,0.163740776,0.027550271,2.27690399746666,"2020-2021","Green beans",75,1.03,26,0.45236865548394
"255",2020-12-20,23,0.323820675,0.177582243,0.181804401,0.082286064,0.112473105,-0.070146699,0.134908313,0.082286064,0.112473105,0.103362117,0.168856968,-0.056218253,2.27690399746666,"2020-2021","Green beans",50,1.3,26,0.570950730222448
"256",2020-12-20,24,0.436583493,0.208508535,0.171662174,0.081740042,0.13034142,-0.041338724,0.156439054,0.081740042,0.13034142,0.208243016,0.195714286,0.070026954,2.27690399746666,"2020-2021","Green beans",100,0.97,26,0.426017083319827
"268",2020-12-21,13,0.22511413,0.185118953,0.216438446,0.054967742,0.117307439,-0.1000553,0.140753127,0.054967742,0.117307439,-0.061449356,0.175978934,-0.238669635,1.90852312882667,"2020-2021","Green beans",50,1.3,27,0.681154962370941
"269",2020-12-21,14,0.223863526,0.186270492,0.207719936,0.065544442,0.116255967,-0.09187088,0.13956581,0.065544442,0.116255967,0.191248011,0.174691975,-0.023082519,1.90852312882667,"2020-2021","Green beans",25,0.94,27,0.492527434329757
"270",2020-12-21,15,0.262327067,0.192322815,0.176109007,0.03856743,0.120857896,-0.054729129,0.145010703,0.03856743,0.120857896,0.218058719,0.181429277,0.033891459,1.90852312882667,"2020-2021","Green beans",100,0.97,27,0.508246394999856
"271",2020-12-21,16,0.296259874,0.202128795,0.177224817,0.039082722,0.124666444,-0.051694463,0.149756504,0.039082722,0.124666444,-0.021711141,0.187471648,-0.155090475,1.90852312882667,"2020-2021","Green beans",75,1.03,27,0.539684316340053
"272",2020-12-21,17,0.290719596,0.193923692,0.168278351,0.041030928,0.120265464,-0.047226804,0.144345361,0.041030928,0.120265464,0.048033505,0.180744845,0.538364293,1.90852312882667,"2020-2021","Green beans",100,0.97,27,0.508246394999856
"273",2020-12-21,18,0.270874121,0.19378187,0.173107969,0.034760925,0.121877892,-0.051007712,0.146280206,0.034760925,0.121877892,0.361083218,0.182877892,0.142442441,1.90852312882667,"2020-2021","Green beans",50,0.49,27,0.256743024278278
"274",2020-12-21,19,0.254658576,0.196969573,0.192926499,0.03975451,0.123350963,-0.069639273,0.148010578,0.03975451,0.123350963,0.386021919,0.185061025,0.151727152,1.90852312882667,"2020-2021","Green beans",75,1.03,27,0.539684316340053
"276",2020-12-21,20,0.223161905,0.194131471,0.199665987,0.036337183,0.122571332,-0.077547554,0.147103714,0.036337183,0.122571332,0.386614896,0.183907382,0.112159332,1.90852312882667,"2020-2021","Green beans",25,0.94,27,0.492527434329757
"277",2020-12-21,21,0.211547303,0.165643902,0.201378528,0.053152744,0.10524181,-0.097096866,0.126321089,0.053152744,0.10524181,0.161863691,0.1579549,-0.049607961,1.90852312882667,"2020-2021","Green beans",25,0.94,27,0.492527434329757
"278",2020-12-21,22,0.27167662,0.193629301,0.193925557,0.064812509,0.122433928,-0.071740695,0.146910198,0.064812509,0.122433928,0.290973988,0.183755362,0.084967436,1.90852312882667,"2020-2021","Green beans",75,1.03,27,0.539684316340053
"279",2020-12-21,23,0.2538476,0.18684324,0.182076664,0.048205783,0.117619368,-0.064369872,0.141168796,0.048205783,0.117619368,0.205496032,0.176525891,0.006903738,1.90852312882667,"2020-2021","Green beans",50,0.12,27,0.0628758426803945
"280",2020-12-21,24,0.286257729,0.206773842,0.166575007,0.035886197,0.127334604,-0.037721209,0.152962156,0.035886197,0.127334604,0.15148281,0.191491968,-0.009521531,1.90852312882667,"2020-2021","Green beans",100,0.01,27,0.00523965355669954
"292",2020-12-22,13,0.389247197,0.278416109,0.270957204,0.097769834,0.174948863,-0.099264224,0.20988879,0.097769834,0.174948863,0.131378747,0.262380101,-0.058020773,2.04379999105221,"2020-2021","Green beans",50,0.6,28,0.293570800776402
"293",2020-12-22,14,0.323213858,0.20736114,0.21042379,0.064299314,0.130961204,-0.080688914,0.157194186,0.064299314,0.130961204,0.158245225,0.196426451,-0.022593371,2.04379999105221,"2020-2021","Green beans",25,0.2,28,0.097856933592134
"294",2020-12-22,15,0.320640683,0.212158788,0.210204279,0.057294487,0.133145171,-0.077684032,0.159794512,0.057294487,0.133145171,0.328091363,0.199839236,0.135209136,2.04379999105221,"2020-2021","Green beans",100,0.47,28,0.229963793941515
"295",2020-12-22,16,0.368865778,0.184381049,0.205662912,0.037882727,0.116064414,-0.090779896,0.139348642,0.037882727,0.116064414,0.14883965,0.17437175,0.008220698,2.04379999105221,"2020-2021","Green beans",75,0.38,28,0.185928173825055
"296",2020-12-22,17,0.422983518,0.19951587,0.188461988,0.057997076,0.125171053,-0.063744152,0.150270468,0.057997076,0.125171053,0.145470173,0.187865497,0.016768078,2.04379999105221,"2020-2021","Green beans",100,0.17,28,0.0831783935533139
"297",2020-12-22,18,0.294672142,0.195525834,0.191833923,0.051347397,0.122706987,-0.069231801,0.147274723,0.051347397,0.122706987,0.179546397,0.184187294,0.434437935,2.04379999105221,"2020-2021","Green beans",50,0.65,28,0.318035034174436
"298",2020-12-22,19,0.337171752,0.220475581,0.229078218,0.074451194,0.138031756,-0.092738704,0.165702259,0.074451194,0.138031756,0.567302177,0.207143009,0.326455125,2.04379999105221,"2020-2021","Green beans",75,0.26,28,0.127214013669774
"300",2020-12-22,20,0.328713295,0.225884266,0.245217599,0.070065852,0.142170262,-0.105519183,0.170576446,0.070065852,0.142170262,0.536663073,0.213286887,0.286221104,2.04379999105221,"2020-2021","Green beans",25,0.32,28,0.156571093747414
"301",2020-12-22,21,0.349912414,0.211617631,0.235356593,0.054002862,0.133832269,-0.103914814,0.160562404,0.054002862,0.133832269,0.332577949,0.200773718,0.134280218,2.04379999105221,"2020-2021","Green beans",25,0.68,28,0.332713574213256
"302",2020-12-22,22,0.289866287,0.201520737,0.232014488,0.052214557,0.127143843,-0.106746004,0.152551455,0.052214557,0.127143843,0.195018076,0.190663447,0.007258424,2.04379999105221,"2020-2021","Green beans",75,0.55,28,0.269106567378369
"303",2020-12-22,23,0.286489066,0.195528201,0.207857302,0.048142028,0.123286065,-0.085414247,0.147886333,0.048142028,0.123286065,0.264788305,0.184953104,0.072481037,2.04379999105221,"2020-2021","Green beans",50,1.57,28,0.768176928698252
"304",2020-12-22,24,0.31829904,0.183256419,0.187987357,0.055708319,0.115806524,-0.072534146,0.138885879,0.055708319,0.115806524,0.210154376,0.173722768,0.046258626,2.04379999105221,"2020-2021","Green beans",100,1.18,28,0.577355908193591
"316",2020-12-23,13,0.264474173,0.206501828,0.225468308,0.057526241,0.130977998,-0.095458216,0.157080137,0.057526241,0.130977998,0.104574772,0.196480622,-0.083021583,2.26230080670873,"2020-2021","Green beans",50,1.09,29,0.481810374980933
"317",2020-12-23,14,0.314682718,0.182823615,0.156477754,0.05710097,0.115446475,-0.040580159,0.138532053,0.05710097,0.115446475,0.081277938,0.173257975,-0.0704369,2.26230080670873,"2020-2021","Green beans",25,0.94,29,0.415506194937685
"318",2020-12-23,15,0.360080351,0.206127328,0.159101954,0.058319138,0.129604208,-0.028282816,0.155468437,0.058319138,0.129604208,0.153651883,0.194498998,0.011755671,2.26230080670873,"2020-2021","Green beans",100,0.97,29,0.428767030946335
"319",2020-12-23,16,0.330572276,0.191866004,0.181965421,0.043756674,0.120549199,-0.061329774,0.144760997,0.043756674,0.120549199,0.363395381,0.181088228,0.174179593,2.26230080670873,"2020-2021","Green beans",75,0.92,29,0.406665637598585
"320",2020-12-23,17,0.352192103,0.191658078,0.162225327,0.052159624,0.120972393,-0.040775679,0.145192802,0.052159624,0.120972393,0.070918181,0.181591595,-0.067759239,2.26230080670873,"2020-2021","Green beans",100,0.8,29,0.353622293563987
"321",2020-12-23,18,0.261656233,0.184578791,0.16271692,0.04064612,0.115019186,-0.046983538,0.137991088,0.04064612,0.115019186,0.031794483,0.172679787,-0.1263171,2.26230080670873,"2020-2021","Green beans",50,1.01,29,0.446448145624534
"322",2020-12-23,19,0.25334504,0.216032994,0.21129193,0.051443358,0.132116159,-0.078884416,0.158516389,0.051443358,0.132116159,0.212411348,0.198378378,0.258289877,2.26230080670873,"2020-2021","Green beans",75,0.91,29,0.402245358929036
"324",2020-12-23,20,0.214782668,0.192455584,0.221565899,0.035835547,0.120342778,-0.101813812,0.144378953,0.035835547,0.120342778,0.555196536,0.180693144,0.269052298,2.26230080670873,"2020-2021","Green beans",25,0.86,29,0.380143965581286
"325",2020-12-23,21,0.262880604,0.190554501,0.212678327,0.073201981,0.120217048,-0.09387525,0.144232431,0.073201981,0.120217048,0.401938065,0.180355073,0.160863832,2.26230080670873,"2020-2021","Green beans",25,1.05,29,0.464129260302733
"326",2020-12-23,22,0.27454569,0.215073446,0.198306615,0.053495146,0.132208173,-0.065511402,0.158783021,0.053495146,0.132208173,0.379205549,0.19864755,0.162931904,2.26230080670873,"2020-2021","Green beans",75,1,29,0.442027866954984
"327",2020-12-23,23,0.276575601,0.218476563,0.187522051,0.05062359,0.134750769,-0.051733333,0.161813333,0.05062359,0.134750769,0.160877423,0.202453333,-0.008585647,2.26230080670873,"2020-2021","Green beans",50,1.46,29,0.645360685754277
"328",2020-12-23,24,0.2563856,0.217629173,0.18995966,0.051394904,0.133651805,-0.055322718,0.160437367,0.051394904,0.133651805,0.274124937,0.200796178,0.064828022,2.26230080670873,"2020-2021","Green beans",100,1.26,29,0.55695511236328
"340",2020-12-24,13,0.219854868,0.204139322,0.203285218,0.057415936,0.126543029,-0.076254339,0.151878312,0.057415936,0.126543029,0.195382716,0.18998721,-0.021255461,1.9210710375143,"2020-2021","Green beans",50,1.3,30,0.676705845132145
"341",2020-12-24,14,0.323735409,0.282724051,0.209407895,0.036050633,0.170359312,-0.036993927,0.20430668,0.036050633,0.170359312,0.02518711,0.255789474,-0.122525988,1.9210710375143,"2020-2021","Green beans",25,0.94,30,0.48931038032632
"342",2020-12-24,15,0.272480226,0.235329213,0.201099291,0.043274232,0.145068558,-0.054695035,0.174068558,0.043274232,0.145068558,0.029962631,0.217787234,-0.118120789,1.9210710375143,"2020-2021","Green beans",100,0.97,30,0.504926669060139
"343",2020-12-24,16,0.278804558,0.19050622,0.172092021,0.029889674,0.119500258,-0.052062726,0.143456833,0.029889674,0.119500258,0.145825977,0.179419266,-0.01051162,1.9210710375143,"2020-2021","Green beans",75,1.03,30,0.536159246527776
"344",2020-12-24,17,0.386904512,0.311016518,0.192852605,0.010966306,0.186302414,-0.003284625,0.22360864,0.010966306,0.186302414,0.164685408,0.279714104,0.049210174,1.9210710375143,"2020-2021","Green beans",100,0.97,30,0.504926669060139
"345",2020-12-24,18,0.254585383,0.238548009,0.207467096,0.032857561,0.144565662,-0.061608658,0.173424978,0.032857561,0.144565662,-0.033003802,0.217002047,-0.156197932,1.9210710375143,"2020-2021","Green beans",50,1.3,30,0.676705845132145
"346",2020-12-24,19,0.312975821,0.310396455,0.207087605,0.031869464,0.185228332,-0.018685927,0.222246039,0.031869464,0.185228332,-0.019468779,0.278108108,-0.16579096,1.9210710375143,"2020-2021","Green beans",75,1.03,30,0.536159246527776
"348",2020-12-24,20,0.22545895,0.22087461,0.197144449,0.034439242,0.134262149,-0.061513598,0.161074454,0.034439242,0.134262149,0.090684351,0.201620597,0.504086045,1.9210710375143,"2020-2021","Green beans",25,0.94,30,0.48931038032632
"349",2020-12-24,21,0.219354582,0.182361481,0.188235863,0.020048356,0.11340986,-0.07442726,0.136101982,0.020048356,0.11340986,0.45604363,0.170410826,0.206356046,1.9210710375143,"2020-2021","Green beans",25,0.94,30,0.48931038032632
"350",2020-12-24,22,0.257239611,0.204546512,0.192403802,0.025217895,0.12701669,-0.06470561,0.152387575,0.025217895,0.12701669,0.32,0.190688456,0.12712217,1.9210710375143,"2020-2021","Green beans",75,1.03,30,0.536159246527776
"351",2020-12-24,23,0.254215914,0.207821364,0.197121697,0.029055055,0.129405524,-0.066817454,0.155290232,0.029055055,0.129405524,0.193074016,0.194353483,0.015446865,1.9210710375143,"2020-2021","Green beans",50,1.3,30,0.676705845132145
"352",2020-12-24,24,0.407218935,0.347153025,0.200147929,0.029988166,0.207337278,0.011147929,0.248905325,0.029988166,0.207337278,0.136996845,0.311301775,0.016416404,1.9210710375143,"2020-2021","Green beans",100,0.97,30,0.504926669060139
"364",2020-12-26,13,0.286056338,0.199962415,0.218928182,0.052416132,0.12520528,-0.095074482,0.150216786,0.052416132,0.12520528,0.22210678,0.187916919,0.019670601,1.73212043751452,"2020-2021","Green beans",50,0.71,32,0.409902212699945
"365",2020-12-26,14,0.299409338,0.201725073,0.182844994,0.041768458,0.125603015,-0.056718206,0.150753769,0.041768458,0.125603015,0.361929101,0.188598763,0.163174603,1.73212043751452,"2020-2021","Green beans",25,0.42,32,0.242477365259122
"366",2020-12-26,15,0.374089271,0.241102712,0.190280229,0.040728155,0.150099294,-0.038612092,0.180086055,0.040728155,0.150099294,0.199325289,0.225297882,0.056929348,1.73212043751452,"2020-2021","Green beans",100,0.54,32,0.311756612476014
"367",2020-12-26,16,0.423600543,0.209554207,0.212806026,0.043938887,0.130173677,-0.083362628,0.156260724,0.043938887,0.130173677,0.151159875,0.195459301,0.032932879,1.73212043751452,"2020-2021","Green beans",75,0.52,32,0.300210071273199
"368",2020-12-26,17,0.414347585,0.247852665,0.201920063,0.046630094,0.151183386,-0.049639498,0.181524295,0.046630094,0.151183386,0.370933661,0.22697884,0.229275184,1.73212043751452,"2020-2021","Green beans",100,0.48,32,0.277116988867568
"369",2020-12-26,18,0.362778243,0.227234734,0.191657024,0.046701389,0.140402685,-0.050254571,0.168493404,0.046701389,0.140402685,0.450827216,0.210870169,0.267597403,1.73212043751452,"2020-2021","Green beans",50,0.6,32,0.346396236084461
"370",2020-12-26,19,0.314518137,0.2101993,0.190557745,0.061835405,0.131010912,-0.058854198,0.157311306,0.061835405,0.131010912,0.089293725,0.196842983,-0.050297465,1.73212043751452,"2020-2021","Green beans",75,0.67,32,0.386809130294314
"372",2020-12-26,20,0.312872326,0.198313355,0.19813012,0.043298795,0.125190361,-0.072939759,0.150304819,0.043298795,0.125190361,0.087293976,0.18793012,-0.057659959,1.73212043751452,"2020-2021","Green beans",25,0.46,32,0.265570447664753
"373",2020-12-26,21,0.309555637,0.20306593,0.200753491,0.049850601,0.125722637,-0.075245209,0.150980838,0.049850601,0.125722637,0.2953329,0.188856772,0.408808055,1.73212043751452,"2020-2021","Green beans",25,0.77,32,0.444541836308391
"374",2020-12-26,22,0.431520775,0.245276336,0.199671033,0.035362805,0.151035638,-0.047745964,0.181276272,0.035362805,0.151035638,0.601318603,0.226685958,0.413827512,1.73212043751452,"2020-2021","Green beans",75,0.61,32,0.352169506685868
"375",2020-12-26,23,0.442851667,0.251335244,0.195081592,0.039095334,0.153429717,-0.040357859,0.1841712,0.039095334,0.153429717,0.480139628,0.230403664,0.313105053,1.73212043751452,"2020-2021","Green beans",50,1.29,32,0.74475190758159
"376",2020-12-26,24,0.482894737,0.266052632,0.194996294,0.050007413,0.161612305,-0.032164566,0.194065975,0.050007413,0.161612305,0.344262229,0.242590808,0.212919006,1.73212043751452,"2020-2021","Green beans",100,0.89,32,0.513821083525283
"388",2020-12-27,13,0.334221519,0.313335013,0.210317061,0.010146022,0.187634625,-0.019708103,0.225118269,0.010146022,0.187634625,0.010020131,0.281660795,0.020659229,1.85794712860217,"2020-2021","Green beans",50,1.11,33,0.59743357758254
"389",2020-12-27,14,0.24722417,0.202798383,0.159738903,0.019154996,0.125224306,-0.033002611,0.150325184,0.019154996,0.125224306,0.106188083,0.18813672,-0.069181622,1.85794712860217,"2020-2021","Green beans",25,0.85,33,0.457494181031675
"390",2020-12-27,15,0.301007888,0.270097054,0.182535984,-0.006435915,0.166696367,-0.012340644,0.199993146,-0.006435915,0.166696367,0.174914325,0.250291295,0.013863558,1.85794712860217,"2020-2021","Green beans",100,0.86,33,0.4628764655144
"391",2020-12-27,16,0.339449339,0.281172301,0.168551987,0.004338596,0.170370169,0.005062602,0.204452912,0.004338596,0.170370169,0.163248195,0.255743059,0.014902832,1.85794712860217,"2020-2021","Green beans",75,0.84,33,0.452111896548949
"392",2020-12-27,17,0.469586777,0.356745495,0.172815315,-0.021970721,0.214425676,0.046047297,0.257342342,-0.021970721,0.214425676,0.064117647,0.321722973,-0.037577855,1.85794712860217,"2020-2021","Green beans",100,0.86,33,0.4628764655144
"393",2020-12-27,18,0.298132154,0.263513189,0.161819992,-0.018470729,0.159601752,0.001437674,0.191565114,-0.018470729,0.159601752,0.150915663,0.239761051,0.008874146,1.85794712860217,"2020-2021","Green beans",50,0.86,33,0.4628764655144
"394",2020-12-27,19,0.267089263,0.25680359,0.1657902,0.002218772,0.154351277,-0.008340235,0.185296756,0.002218772,0.154351277,0.313828593,0.231825397,0.112065868,1.85794712860217,"2020-2021","Green beans",75,1.02,33,0.54899301723801
"396",2020-12-27,20,0.249140165,0.225235457,0.175808805,0.006748868,0.137250314,-0.036613836,0.164714465,0.006748868,0.137250314,0.010815094,0.206238994,-0.015809597,1.85794712860217,"2020-2021","Green beans",25,0.82,33,0.441347327583498
"397",2020-12-27,21,0.306541726,0.253992891,0.175349526,0.039531991,0.154265403,-0.018951422,0.185148104,0.039531991,0.154265403,0.027393365,0.23181872,-0.114972908,1.85794712860217,"2020-2021","Green beans",25,1.08,33,0.581286724134363
"398",2020-12-27,22,0.248599078,0.207964931,0.168693347,0.023673469,0.12851312,-0.038809966,0.154184999,0.023673469,0.12851312,-0.044455341,0.193000265,0.305691532,1.85794712860217,"2020-2021","Green beans",75,0.94,33,0.505934741376205
"399",2020-12-27,23,0.310538629,0.287313054,0.17560523,0.020805567,0.172530578,0.000624209,0.206925348,0.020805567,0.172530578,0.383495283,0.259059469,0.180334906,1.85794712860217,"2020-2021","Green beans",50,1.31,33,0.705079267237051
"400",2020-12-27,24,0.440570342,0.365551212,0.187107115,-0.003635653,0.218795934,0.03601251,0.26247068,-0.003635653,0.218795934,0.364460133,0.328123534,0.187076412,1.85794712860217,"2020-2021","Green beans",100,1.09,33,0.586669008617089
"412",2020-12-28,13,0.289613157,0.206779716,0.208182605,0.071910428,0.129926439,-0.079264388,0.156008222,0.071910428,0.129926439,0.054486153,0.195015145,-0.118521165,2.34901030658033,"2020-2021","Green beans",50,1.06,34,0.451253873612474
"413",2020-12-28,14,0.286386566,0.193448695,0.201803517,0.061928441,0.121559733,-0.081148575,0.145927229,0.061928441,0.121559733,0.029376592,0.182510612,0.044707958,2.34901030658033,"2020-2021","Green beans",25,0.93,34,0.395911417414718
"414",2020-12-28,15,0.321330525,0.215993594,0.202818561,0.072657746,0.135516818,-0.067762092,0.162661429,0.072657746,0.135516818,0.162394769,0.203356248,-0.009484592,2.34901030658033,"2020-2021","Green beans",100,0.97,34,0.412939865475566
"415",2020-12-28,16,0.411543007,0.211419558,0.201671924,0.049647739,0.131869085,-0.070559937,0.158304416,0.049647739,0.131869085,0.08051046,0.197936383,-0.042570629,2.34901030658033,"2020-2021","Green beans",75,1.03,34,0.438482537566838
"416",2020-12-28,17,0.432924603,0.223375967,0.193054729,0.031627492,0.13771862,-0.055059488,0.165452112,0.031627492,0.13771862,0.1167295,0.207007733,0.002133208,2.34901030658033,"2020-2021","Green beans",100,0.97,34,0.412939865475566
"417",2020-12-28,18,0.315683779,0.215962963,0.189738995,0.059014414,0.13399104,-0.055802493,0.160660304,0.059014414,0.13399104,0.047801387,0.201018699,-0.115880759,2.34901030658033,"2020-2021","Green beans",50,1.3,34,0.553424561977562
"418",2020-12-28,19,0.313454498,0.218693067,0.213557373,0.093515884,0.136754386,-0.077447843,0.164134661,0.093515884,0.136754386,0.1727686,0.205186107,-0.004817518,2.34901030658033,"2020-2021","Green beans",75,0.95,34,0.404425641445142
"420",2020-12-28,20,0.322683968,0.227246392,0.217930266,0.062319076,0.142617069,-0.076356173,0.171188932,0.062319076,0.142617069,0.344239916,0.213950943,0.12611681,2.34901030658033,"2020-2021","Green beans",25,0.84,34,0.357597409277809
"421",2020-12-28,21,0.253599671,0.181201629,0.238905295,0.081321283,0.112970978,-0.128060081,0.135649185,0.081321283,0.112970978,-0.177996436,0.169824338,-0.292183395,2.34901030658033,"2020-2021","Green beans",25,0.97,34,0.412939865475566
"422",2020-12-28,22,0.260356139,0.206945087,0.242370246,0.041998319,0.128201303,-0.115784829,0.153946207,0.041998319,0.128201303,-0.157085522,0.192592982,-0.298652497,2.34901030658033,"2020-2021","Green beans",75,0.86,34,0.366111633308233
"423",2020-12-28,23,0.290043951,0.224115822,0.217307295,0.032368258,0.138152511,-0.079681752,0.165825584,0.032368258,0.138152511,-0.0922174,0.207367225,0.282151187,2.34901030658033,"2020-2021","Green beans",50,0.94,34,0.40016852942993
"424",2020-12-28,24,0.317975968,0.218072072,0.201956815,0.030366704,0.134615385,-0.067253711,0.1615722,0.030366704,0.134615385,0.375074408,0.202181736,0.185808734,2.34901030658033,"2020-2021","Green beans",100,0.89,34,0.37888296935387
"436",2021-01-05,13,0.406909521,0.307791152,0.240165143,0.06749189,0.206340313,-0.030075199,0.247590681,0.06749189,0.206340313,0.359089306,0.309557653,0.183854417,2.31701723639357,"2020-2021","Green beans",50,1.42,42,0.612856899679446
"437",2021-01-05,14,0.46761302,0.332848251,0.218390375,0.038935685,0.210622278,-0.00327318,0.252800249,0.038935685,0.210622278,0.451324989,0.316110765,0.288046622,2.31701723639357,"2020-2021","Green beans",25,0.54,42,0.233058257624578
"438",2021-01-05,17,0.524572804,0.349560612,0.204638857,0.034030139,0.212406334,0.012738509,0.255025106,0.034030139,0.212406334,0.33157154,0.318860564,0.219265051,2.31701723639357,"2020-2021","Green beans",100,0.57,42,0.246005938603721
"439",2021-01-05,19,0.495353886,0.359489678,0.242300182,0.079493642,0.21979564,-0.01886921,0.263646685,0.079493642,0.21979564,0.352730943,0.329650318,0.21320114,2.31701723639357,"2020-2021","Green beans",75,1.21,42,0.522223132825444
"441",2021-01-05,20,0.446986072,0.329867222,0.23161472,0.072512676,0.215927525,-0.010405558,0.259132557,0.072512676,0.215927525,0.552064796,0.324025535,0.35204701,2.31701723639357,"2020-2021","Green beans",25,0.31,42,0.133792703451147
"442",2021-01-05,21,0.385166546,0.287132255,0.209663954,0.066127593,0.175770543,-0.031640851,0.210911,0.066127593,0.175770543,0.392971909,0.263840903,0.217694933,2.31701723639357,"2020-2021","Green beans",25,0.93,42,0.40137811035344
